0,1,2,3,4,5,6,7,8,9
0.0,0.0,1.0,-0.007383938000257601,0.0,129.37909501702413,0.9999999721883898,0.005136382207234705,0.0,0.9895123655929634
0.0,1.0,1.0,-0.008585904294985418,0.0,118.373344854779,0.9999999721883898,0.004561994044967779,0.0,0.991546271770401
0.0,2.0,1.0,-0.0068411467982161765,0.0,345.4209698245685,0.9999999721883898,0.01006053620806762,0.0,0.9815243174294049
0.0,3.0,1.0,-0.008051517166273297,0.0,107.9369354649113,0.9999999721883898,4.5647937467971516e-05,0.0,0.999897341153025
0.0,4.0,1.0,-0.007874766725197966,0.0,107.9290778891671,0.9999999721883898,8.905826248769189e-05,0.0,0.9998209528080143
0.0,5.0,1.0,-0.006525275944692515,0.0,107.9285094623105,0.9999999721883898,7.715802652649469e-05,0.0,0.9993526607630492
0.0,6.0,1.0,-0.009684007173995238,0.0,111.2717400615332,0.9999999721883898,0.0010045013633625274,0.0,0.9971653273566204
0.0,7.0,1.0,-0.012358010324910141,0.0,107.865678516642,0.9999999721883898,0.00047763075567502613,0.0,0.999359403040312
0.0,8.0,1.0,-0.006792786419949975,0.0,107.94404430182615,0.9999999721883898,3.6573213843452923e-06,0.0,0.9999875380353545
0.0,9.0,1.0,-0.010078379876711941,0.0,107.94399807478382,0.9999999721883898,3.7605014014892557e-06,0.0,0.9999847341642372
0.0,10.0,1.0,-0.007196250352465242,0.0,107.94346809931488,0.9999999721883898,6.30203776341821e-06,0.0,0.9999677194326474
0.0,11.0,1.0,-0.006504233853358085,0.0,107.94338006667111,0.9999999721883898,6.97414952096876e-06,0.0,0.999977222170063
0.0,12.0,1.0,-0.006199595041088076,0.0,132.06786563807736,0.9999999721883898,0.0009024565505943078,0.0,0.9972043549419989
0.0,13.0,1.0,-0.008986297297089977,0.0,233.92990929820314,0.9999999721883898,0.0035824827245703713,0.0,0.9938959784108539
0.0,14.0,1.0,-0.006846718032839961,0.0,116.90816639214077,0.9999999721883898,0.0022217112642951863,0.0,0.9936211277406017
0.0,15.0,1.0,-0.010342849721222212,0.0,107.9362480880577,0.9999999721883898,4.681149713816493e-05,0.0,0.9999079872301303
0.0,16.0,1.0,-0.009996035246600135,0.0,107.93460256632396,0.9999999721883898,6.796079938061538e-05,0.0,0.9999231069342593
0.0,17.0,1.0,-0.007154862410151558,0.0,107.93266447741263,0.9999999721883898,6.928396628859606e-05,0.0,0.9998271551187915
0.0,18.0,1.0,-0.011534730085176045,0.0,107.9479609579638,0.9999999721883898,0.0001064739523069639,0.0,0.9998552642454621
0.0,19.0,1.0,-0.011263683043580924,0.0,107.92371294614682,0.9999999721883898,0.00011003614958294843,0.0,0.9997695219610682
0.0,20.0,1.0,-0.010044237444336857,0.0,107.92283502605581,0.9999999721883898,0.00015241433606095163,0.0,0.9997730493992008
0.0,21.0,1.0,-0.008008662848604334,0.0,107.90254445790325,0.9999999721883898,0.0005948509217313189,0.0,0.9961371742093124
1.0,0.0,1.0,-0.003930804281155233,0.0,543.9564712495079,0.9999999777302906,0.005196381610031525,0.0,0.9922356040597972
1.0,1.0,1.0,-0.0045016684759770645,0.0,81.79905139620098,0.9999999777302906,0.007872944483014791,0.0,0.9904457480583222
1.0,2.0,1.0,-0.007266226527094408,0.0,150.84930736866733,0.9999999777302906,0.009373478386263517,0.0,0.9918217080397207
1.0,3.0,1.0,-0.003547131584975174,0.0,187.67299929301134,0.9999999777302906,0.005340142408405463,0.0,0.9914685313354029
1.0,4.0,1.0,-0.003459586027560038,0.0,90.08946799236419,0.9999999777302906,0.00538684586854289,0.0,0.9908084330301372
1.0,5.0,1.0,-0.0032508999420811126,0.0,47.51383597220261,0.9999999777302906,0.005014445309618292,0.0,0.9895424616439658
1.0,6.0,1.0,-0.003869758765853023,0.0,214.88097593270362,0.9999999777302906,0.009616486531978463,0.0,0.9878014235139516
1.0,7.0,1.0,-0.006091060082649542,0.0,121.87729273701416,0.9999999777302906,0.006907168742803074,0.0,0.9928560981423117
1.0,8.0,1.0,-0.0029820285445400756,0.0,93.09597064338655,0.9999999777302906,0.004815109433551956,0.0,0.9910989342329365
1.0,9.0,1.0,-0.004065062599558655,0.0,127.86556895804515,0.9999999777302906,0.005659333380100279,0.0,0.9904152869187915
1.0,10.0,1.0,-0.003408097299323063,0.0,74.40910317954936,0.9999999777302906,0.004951378700875951,0.0,0.9926758193761375
1.0,11.0,1.0,-0.0030868580822538847,0.0,53.22871514228746,0.9999999777302906,0.005360720567461229,0.0,0.9919979196157876
1.0,12.0,1.0,-0.0030733201850268836,0.0,55.45092329838156,0.9999999777302906,0.004430366481924417,0.0,0.9933077793634831
1.0,13.0,1.0,-0.0038755415215477465,0.0,343.6263442248362,0.9999999777302906,0.00725962855081444,0.0,0.992507807995053
1.0,14.0,1.0,-0.002589161157734181,0.0,80.58796416970843,0.9999999777302906,0.0036236558682746947,0.0,0.9936177089684631
1.0,15.0,1.0,-0.005101334657588558,0.0,97.11915455685835,0.9999999777302906,0.006876082462283564,0.0,0.9922248338129667
1.0,16.0,1.0,-0.004959624790592005,0.0,183.47085710735482,0.9999999777302906,0.007552670639641481,0.0,0.9926596221287415
1.0,17.0,1.0,-0.0027191012931367903,0.0,122.79451684535235,0.9999999777302906,0.006444108497806946,0.0,0.9899155131570773
1.0,18.0,1.0,-0.005563636631534371,0.0,563.8648008958796,0.9999999777302906,0.005418199730778144,0.0,0.9937813976925532
1.0,19.0,1.0,-0.005588873233513783,0.0,57.02396551010372,0.9999999777302906,0.00897750948080445,0.0,0.9901503360406751
1.0,20.0,1.0,-0.003755483016925598,0.0,239.62213985389488,0.9999999777302906,0.011315776041083542,0.0,0.9871865538284337
1.0,21.0,1.0,-0.0036283292101585976,0.0,69.52914171051098,0.9999999777302906,0.010179803440840095,0.0,0.9854680231297674
2.0,0.0,1.0,-0.0040625762964556665,0.0,61.92885275423332,1.0000000886493923,0.0014061622421082279,0.0,0.9975660037907976
2.0,1.0,1.0,-0.004328743897080016,0.0,78.96131316618136,1.0000000886493923,0.0017883222445118847,0.0,0.9971785328187026
2.0,2.0,1.0,-0.006683299430177108,0.0,66.85224820312106,1.0000000886493923,0.0020584551169463435,0.0,0.9977171456157428
2.0,3.0,1.0,-0.0036304759478599023,0.0,94.72577757067398,1.0000000886493923,0.0010925287556148452,0.0,0.9979189653331378
2.0,4.0,1.0,-0.0035447132655955504,0.0,72.68728304673621,1.0000000886493923,0.001333056118672046,0.0,0.997526751509975
2.0,5.0,1.0,-0.002884754847774308,0.0,51.615739984670654,1.0000000886493923,0.0016630362310089998,0.0,0.9958941670486378
2.0,6.0,1.0,-0.003694921678396491,0.0,408.043988690776,1.0000000886493923,0.006290917592050974,0.0,0.99282432303244
2.0,7.0,1.0,-0.005626221181718323,0.0,114.25814484649483,1.0000000886493923,0.0014220041487774894,0.0,0.9979794752655978
2.0,8.0,1.0,-0.003033473421485365,0.0,89.35433833302974,1.0000000886493923,0.0011535775871409435,0.0,0.9974306348956448
2.0,9.0,1.0,-0.004468937237661918,0.0,112.01719197649778,1.0000000886493923,0.0013745189965002126,0.0,0.9969633317984025
2.0,10.0,1.0,-0.0032594479453121653,0.0,60.26075250597585,1.0000000886493923,0.0015561292281525694,0.0,0.9975316694791532
2.0,11.0,1.0,-0.0029654222465337575,0.0,55.52580424984931,1.0000000886493923,0.0011584571697837323,0.0,0.9981070311624208
2.0,12.0,1.0,-0.003011708083793681,0.0,57.76541823218139,1.0000000886493923,0.0009271307117779565,0.0,0.9984959790667944
2.0,13.0,1.0,-0.004521249845379704,0.0,391.7434245834609,1.0000000886493923,0.0009842989478964905,0.0,0.9984837663966605
2.0,14.0,1.0,-0.003379680687239248,0.0,185.90615789299312,1.0000000886493923,0.0007990746559426061,0.0,0.998420728809571
2.0,15.0,1.0,-0.004746039415878005,0.0,53.92536213819359,1.0000000886493923,0.0014191002113685134,0.0,0.9983611394356984
2.0,16.0,1.0,-0.004517062747395043,0.0,81.53960551967283,1.0000000886493923,0.0021505442378794907,0.0,0.9975162009442249
2.0,17.0,1.0,-0.0032454617754824936,0.0,67.17953931300204,1.0000000886493923,0.000881643611213463,0.0,0.9982076829927007
2.0,18.0,1.0,-0.0052940550638120075,0.0,58.49254491720947,1.0000000886493923,0.000992119503110534,0.0,0.9987653085889988
2.0,19.0,1.0,-0.005157306290011202,0.0,52.9984648810562,1.0000000886493923,0.0019673327317546656,0.0,0.99783905523457
2.0,20.0,1.0,-0.004405067488045419,0.0,1027.0578423385584,1.0000000886493923,0.0035053339564023143,0.0,0.9958921571484393
2.0,21.0,1.0,-0.0034417025143150337,0.0,54.39583885175213,1.0000000886493923,0.0036395841317116073,0.0,0.9931931428212939
